Borough,Neighborhood,ID,Name,Likes,Rating,Tips
Brooklyn,Bensonhurst,4bdcc1043904a593ba9e4f9e,New Ruans,8,7.1,2
Brooklyn,Sunset Park,4bfaf805d0382d7f520ac90a,China Delight,9,8.1,7
Brooklyn,Sunset Park,51d868ac498ef583276dcf4b,Yun Nan Flavour Garden,94,7.7,44
Brooklyn,Sunset Park,4d783c6a930ef04dac0fb44f,Restaurant On 58st Inc. (勝記小館),12,7.6,2
Brooklyn,Sunset Park,4b6c63e0f964a5201f362ce3,Lucky Eight 同樂小炒皇,36,6.4,20
Brooklyn,Sunset Park,521ea85d498eccb0a558c5ea,King's Kitchen,17,6.4,8
Brooklyn,Greenpoint,54820ad7498e5a6cf6ff64e2,Xi'an Famous Foods,396,9.0,90
Brooklyn,Gravesend,4c0037c0369476b0a6118f1f,Hunan Cottage,5,6.9,5
Brooklyn,Gravesend,0,0,0,0,0
Brooklyn,Brighton Beach,0,0,0,0,0
Brooklyn,Manhattan Terrace,0,0,0,0,0
Brooklyn,Flatbush,4be756a4910020a1db5ad514,Cam Tak Express Restaurant,3,6.9,8
Brooklyn,Kensington,4a948ca2f964a520f72120e3,Mr. Tong,4,6.5,9
Brooklyn,Kensington,0,0,0,0,0
Brooklyn,Windsor Terrace,54e39b14498e9c646b42958e,East Wind Snack Shop,138,8.9,50
Brooklyn,Windsor Terrace,4a948ca2f964a520f72120e3,Mr. Tong,4,6.5,9
Brooklyn,Williamsburg,54b318a1498eb29e9541053a,Wei Williamsburg,36,8.1,10
Brooklyn,Williamsburg,58df00318cfe546addb99246,Birds of a Feather,341,8.9,71
Brooklyn,Bedford Stuyvesant,4c1971edfe5a76b073ae0315,New Hardee Chinese Restaurant,12,7.2,7
Brooklyn,Bedford Stuyvesant,4bfec075369476b04fcc8c1f,Wing Cheong,11,7.5,6
Brooklyn,Bedford Stuyvesant,4c118094a9420f4765e97c51,Lucky House Kitchen (Sue's),11,7.0,8
Brooklyn,Cypress Hills,0,0,0,0,0
Brooklyn,Cypress Hills,0,0,0,0,0
Brooklyn,East New York,4cd4dd3e67adf04d8b102a91,Lee Good Taste,5,6.8,4
Brooklyn,East New York,0,0,0,0,0
Brooklyn,Starrett City,0,0,0,0,0
Brooklyn,Starrett City,4d62d5dfe4fe5481b6cd9a9e,Chen's Garden,2,5.9,6
Brooklyn,Starrett City,0,0,0,0,0
Brooklyn,Starrett City,0,0,0,0,0
Brooklyn,Canarsie,0,0,0,0,0
Brooklyn,Flatlands,4c8d0e7355fba093abe164ab,K1 Buffet,9,5.9,5
Brooklyn,Flatlands,0,0,0,0,0
Brooklyn,Coney Island,4bedc857e24d20a17afc7114,Oriental Palace,4,6.7,5
Brooklyn,Bath Beach,4bdcc1043904a593ba9e4f9e,New Ruans,8,7.1,2
Brooklyn,Bath Beach,54ce8283498ea0f009041f78,Charisma Bay,5,6.7,1
Brooklyn,Bath Beach,4b9301d7f964a5204c2e34e3,Fu Kee Restaurant 富記,24,6.6,16
Brooklyn,Bath Beach,0,0,0,0,0
Brooklyn,Bath Beach,0,0,0,0,0
Brooklyn,Borough Park,0,0,0,0,0
Brooklyn,Borough Park,0,0,0,0,0
Brooklyn,Dyker Heights,4b1c3b4cf964a520bb0424e3,Grand Sichuan House,37,8.3,24
Brooklyn,Dyker Heights,4b512cbaf964a520f64527e3,ha ha chinese,4,7.5,4
Brooklyn,Dyker Heights,4a5beec3f964a52006bc1fe3,86 Noodles,19,7.3,22
Brooklyn,Gerritsen Beach,0,0,0,0,0
Brooklyn,Marine Park,4b5a6114f964a52043c128e3,China New Star,59,8.9,19
Brooklyn,Clinton Hill,4a71ff01f964a52016da1fe3,Kum Kau,110,7.7,77
Brooklyn,Sea Gate,4bedc857e24d20a17afc7114,Oriental Palace,4,6.7,5
Brooklyn,Downtown,5db3649a8d15ba00089b4e9b,Xi'an Famous Foods,3,8.3,2
Brooklyn,Prospect Lefferts Gardens,4bfafc771134b713e48c0fc9,Green Lake Chinese Restaurant,5,7.6,5
Brooklyn,Ocean Hill,4d8151697c956dcb09cff27b,New Jin Shing Chinese Restuarant,6,7.2,4
Brooklyn,City Line,4cd4dd3e67adf04d8b102a91,Lee Good Taste,5,6.8,4
Brooklyn,City Line,0,0,0,0,0
Brooklyn,Midwood,0,0,0,0,0
Brooklyn,Midwood,0,0,0,0,0
Brooklyn,Prospect Park South,4bfafc771134b713e48c0fc9,Green Lake Chinese Restaurant,5,7.6,5
Brooklyn,Prospect Park South,4be756a4910020a1db5ad514,Cam Tak Express Restaurant,3,6.9,8
Brooklyn,Georgetown,4ee01ae9f7903c92cd2e0c6a,ChinaTokyo,5,7.0,8
Brooklyn,Georgetown,4c8d0e7355fba093abe164ab,K1 Buffet,9,5.9,5
Brooklyn,Georgetown,0,0,0,0,0
Brooklyn,North Side,58df00318cfe546addb99246,Birds of a Feather,341,8.9,71
Brooklyn,South Side,58df00318cfe546addb99246,Birds of a Feather,341,8.9,71
Brooklyn,South Side,54b318a1498eb29e9541053a,Wei Williamsburg,36,8.1,10
Brooklyn,Ocean Parkway,0,0,0,0,0
Brooklyn,Fort Hamilton,4b512cbaf964a520f64527e3,ha ha chinese,4,7.5,4
Brooklyn,Fort Hamilton,4b1c3b4cf964a520bb0424e3,Grand Sichuan House,37,8.3,24
Brooklyn,Fort Hamilton,4a5beec3f964a52006bc1fe3,86 Noodles,19,7.3,22
Manhattan,Chinatown,5894c9a15e56b417cf79e553,Xi'an Famous Foods,104,8.5,29
Manhattan,Chinatown,4db3374590a0843f295fb69b,Spicy Village,500,8.2,179
Manhattan,Chinatown,4a96bf8ff964a520ce2620e3,Wah Fung Number 1 Fast Food 華豐快飯店,192,8.2,94
Manhattan,Washington Heights,4b292f38f964a520939a24e3,Yang Garden,6,7.7,2
Manhattan,Washington Heights,4b8d55aef964a52050f532e3,Golden Star,7,7.0,8
Manhattan,Inwood,4b9aeeedf964a52086e435e3,Lotus Express,7,7.4,4
Manhattan,Inwood,4bd5f4d229eb9c74c64594e1,"""U"" Like",11,7.1,7
Manhattan,Hamilton Heights,54e52c00498ed1a732aa2037,The Handpulled Noodle,141,8.4,52
Manhattan,Hamilton Heights,4cd76fd7dfb4a1cd7195645c,King's Wok,5,7.4,4
Manhattan,Hamilton Heights,4bf348fce5eba593c8711e90,Crispy Bamboo Village,10,7.8,2
Manhattan,Manhattanville,5b4a97c16adbf5002ce288c2,Dun Huang,8,7.4,2
Manhattan,Manhattanville,4bf348fce5eba593c8711e90,Crispy Bamboo Village,10,7.8,2
Manhattan,Central Harlem,4bf348fce5eba593c8711e90,Crispy Bamboo Village,10,7.8,2
Manhattan,Central Harlem,4bd1f6909854d13a38a2fa4d,88 Chinese Restaurant,9,7.8,4
Manhattan,East Harlem,4ae650f0f964a52063a621e3,Steak and Hoagies,7,7.4,4
Manhattan,Upper East Side,5465906e498e0cb221c063e1,Pig Heaven,52,7.8,16
Manhattan,Yorkville,536e6f06498eaee664b4938e,Noodle Fun,9,8.0,7
Manhattan,Upper West Side,5529bfd8498ec6ce692d8015,Han Dynasty,322,8.6,66
Manhattan,Upper West Side,5215797811d2f1217bb93475,RedFarm,470,8.6,128
Manhattan,Midtown,5e024619523cd2000769f67a,Xi’an Famous Foods,5,8.0,3
Manhattan,Midtown,4e3484038877beb5e9a22a0b,Café China,1045,8.8,273
Manhattan,Murray Hill,4e3484038877beb5e9a22a0b,Café China,1045,8.8,273
Manhattan,Chelsea,44e9b421f964a520a5371fe3,Buddakan,1488,8.8,521
Manhattan,Greenwich Village,5a20df1742d8c2528e74211f,Chow House,69,8.8,6
Manhattan,East Village,5647ee82498e8bfc0ddef53d,Málà Project,436,8.7,91
Manhattan,Lower East Side,5b380f649deb7d00399fdf9d,Kings County Imperial,67,9.2,10
Manhattan,Lower East Side,4a801643f964a5209ef41fe3,Happy Family,8,8.5,4
Manhattan,Tribeca,5237264111d27e8e90c10357,China Blue,352,8.5,86
Manhattan,Little Italy,4a96bf8ff964a520ce2620e3,Wah Fung Number 1 Fast Food 華豐快飯店,192,8.2,94
Manhattan,Little Italy,5894c9a15e56b417cf79e553,Xi'an Famous Foods,104,8.5,29
Manhattan,Little Italy,4db3374590a0843f295fb69b,Spicy Village,500,8.2,179
Manhattan,Manhattan Valley,529e3657498efb17e9c800b7,Xi'an Famous Foods,295,8.4,80
Manhattan,Manhattan Valley,59ac42570868a23a1e0fde8f,Red Hot,10,8.4,1
Manhattan,Manhattan Valley,58fbdc8fe0755067a6dcf3ee,108 Food- Dried Hot Pot,39,7.9,12
Manhattan,Manhattan Valley,5ba99889f05ca8003a126617,Atlas Kitchen,10,8.0,3
Manhattan,Morningside Heights,5ba99889f05ca8003a126617,Atlas Kitchen,10,8.0,3
Manhattan,Morningside Heights,59ac42570868a23a1e0fde8f,Red Hot,10,8.4,1
Manhattan,Morningside Heights,58fbdc8fe0755067a6dcf3ee,108 Food- Dried Hot Pot,39,7.9,12
Manhattan,Morningside Heights,5b4a97c16adbf5002ce288c2,Dun Huang,8,7.4,2
Manhattan,Gramercy,5c990a8886f4cc002cf19bc1,Thy’s Noodles,20,8.1,7
Manhattan,Gramercy,52169fba11d21db81bdab2a0,Han Dynasty,1152,8.9,347
Queens,Woodside,4ae1d8b2f964a520e78721e3,Peking BBQ Chicken,47,8.3,26
Queens,Woodside,5a466fc5610f0447488800e2,Xi’an Famous Foods Central Kitchen,4,8.0,1
Queens,Elmhurst,4eaf0752d3e30d448393b841,Lao Bei Fang,81,8.3,50
Queens,Elmhurst,56296f14498edb1ed77b64a3,Five Loaves and Two Fishes,10,7.9,1
Queens,Elmhurst,59cfd6697564f73b6b943326,H.K. Taste,8,7.9,2
Queens,Elmhurst,4e4d0d0fbd413c4cc66e402c,Freedom Dove,5,8.0,4
Queens,Elmhurst,4b944c64f964a520907334e3,Sweet Yummy House 三好小馆,18,7.2,8
Queens,Howard Beach,4ba57b0af964a5205f0b39e3,Empire Buffet,19,6.1,5
Queens,Howard Beach,0,0,0,0,0
Queens,Corona,0,0,0,0,0
Queens,Forest Hills,4b68c90ff964a520da8c2be3,Great Wall Chinese Restaurant,7,7.5,2
Queens,Forest Hills,4bafed40f964a520152c3ce3,Grand Sichuan,21,7.2,11
Queens,Forest Hills,4b5917edf964a520387c28e3,Red House Kitchen,2,6.2,3
Queens,Richmond Hill,4c350ac6452620a1502b260f,New China Fresh,4,6.4,4
Queens,Richmond Hill,4bd20e32046076b0491f7371,Bamboo Gardens,7,6.3,9
Queens,Flushing,5747a89b498ee4b7a5106556,DunHuang Lanzhou Beef Noodle,34,8.1,10
Queens,Flushing,52235ea211d2fe55782d764c,Dong Yi Feng,16,7.6,1
Queens,Flushing,4ad50f59f964a520950121e3,Fu Run 賦潤東北美食,135,8.1,77
Queens,Flushing,4c78756397028cfaec16d8fe,New Golden Szechuan Chinese Restaurant,11,8.0,4
Queens,Flushing,4fa3f81be4b0a34ac673bf1e,Taipei Hong 台北夯,19,7.8,10
Queens,Flushing,4faff7eae4b03b8055801cde,Xi'an Famous Foods,208,8.0,92
Queens,Flushing,4d1bcddc1356224bc6410abe,OK Ryan,48,8.8,19
Queens,Flushing,4ac38216f964a520929b20e3,Golden Shopping Mall,104,8.4,53
Queens,Flushing,4ef37491d3e32dc398c7c5c7,Laoma Mala Tang,18,7.4,6
Queens,Flushing,4a1845c8f964a52092791fe3,Asian Jewels Seafood Restaurant 敦城海鲜酒家,272,7.4,98
Queens,Flushing,5990ab0a826444188d18dabc,Szechuan House,10,7.4,2
Queens,Flushing,4e026cd7fa76007240170736,Lan Zhou Hand Made Noodle,33,7.7,20
Queens,Flushing,59bb19bebcbf7a6bb69bf937,Guan Fu Szechuan 官府川菜,25,7.3,5
Queens,Sunnyside,4bb91c86b35776b0e5a1c901,Golden Wok,7,7.7,4
Queens,Sunnyside,4b4a7016f964a520a18726e3,Ten Full Chinese,8,6.4,6
Queens,Sunnyside,4aece833f964a52024cc21e3,Tangra Fusion,24,6.6,15
Queens,Maspeth,0,0,0,0,0
Queens,Ridgewood,4ba25cdff964a52051f137e3,Mr Chen,8,7.3,13
Queens,Ridgewood,4c703259d97fa1434b58f5ca,Randy's Restaurant,7,7.4,5
Queens,Glendale,4bd9fe963904a5939194449e,King Wok,4,6.1,5
Queens,Rego Park,56316c73498ebdd0e0e53e95,Green Zenphony,19,7.8,7
Queens,Rego Park,4b5917edf964a520387c28e3,Red House Kitchen,2,6.2,3
Queens,Woodhaven,0,0,0,0,0
Queens,Woodhaven,0,0,0,0,0
Queens,Woodhaven,0,0,0,0,0
Queens,Ozone Park,0,0,0,0,0
Queens,Ozone Park,0,0,0,0,0
Queens,South Ozone Park,0,0,0,0,0
Queens,South Ozone Park,0,0,0,0,0
Queens,South Ozone Park,0,0,0,0,0
Queens,South Ozone Park,0,0,0,0,0
Queens,College Point,4d8805b7d85f370481b0c9db,Little Pepper,73,8.1,38
Queens,College Point,4bffe248ca1920a1206ced81,Keilly Chinese Restaurant,6,7.2,8
Queens,Whitestone,0,0,0,0,0
Queens,Whitestone,0,0,0,0,0
Queens,Bayside,4ce842849f776ea8190b5d22,Chow Chinese Take Out,5,7.5,5
Queens,Bayside,4b78929ff964a520aad72ee3,Bell Garden,1,6.8,6
Queens,Auburndale,4ce842849f776ea8190b5d22,Chow Chinese Take Out,5,7.5,5
Queens,Auburndale,0,0,0,0,0
Queens,Little Neck,53794fd211d282a3cce576a2,Little Dumpling 李小籠,100,7.6,31
Queens,Little Neck,53acac39498e3f6a67265048,Moonstone,32,8.2,11
Queens,Little Neck,4bc25d5b4cdfc9b627109621,Northern Manor 同乐轩,44,6.6,17
Queens,Little Neck,571ab7b2498ed52e0d5f4bca,LN1380 舍得食府,27,6.1,5
Queens,Little Neck,0,0,0,0,0
Queens,Douglaston,53794fd211d282a3cce576a2,Little Dumpling 李小籠,100,7.6,31
Queens,Douglaston,4bc25d5b4cdfc9b627109621,Northern Manor 同乐轩,44,6.6,17
Queens,Douglaston,571ab7b2498ed52e0d5f4bca,LN1380 舍得食府,27,6.1,5
Queens,Douglaston,0,0,0,0,0
Queens,Bellerose,0,0,0,0,0
Queens,Kew Gardens Hills,4c5a18e26407d13a1301b428,Panda Garden,6,7.3,3
Queens,Fresh Meadows,567c9683498ea7d84c364d8c,I Chopsticks,6,6.3,2
Queens,Fresh Meadows,4b493b67f964a520e16a26e3,Dave's Chinese Kitchen,2,6.0,7
Queens,Fresh Meadows,4c682095b80abe9aee4ed1e5,Peking House,8,6.0,8
Queens,Fresh Meadows,4c563940b7a31b8d6cb44dda,Taipan Fusion Restaurant and Hookah Lounge,5,5.9,8
Queens,Fresh Meadows,0,0,0,0,0
Queens,Fresh Meadows,0,0,0,0,0
Queens,Briarwood,4c5a18e26407d13a1301b428,Panda Garden,6,7.3,3
Queens,Briarwood,55707f69498e9a716399de69,Beijing Dumpling Handmade,9,6.1,7
Queens,Jamaica Center,5aef90f3b9b37b002ceb20d4,Panda Express,0,6.7,0
Queens,Jamaica Center,4ce49482e571a09332bc8587,Sagar Chinese,17,6.9,15
Queens,Jamaica Center,0,0,0,0,0
Queens,Oakland Gardens,4b0ae7a3f964a520c92923e3,Empire Garden,7,7.2,6
Queens,Oakland Gardens,5a2b366193bd636532b50bdb,Little Dumpling,10,7.2,1
Queens,Oakland Gardens,0,0,0,0,0
Queens,Oakland Gardens,0,0,0,0,0
Queens,Queens Village,52951e3d11d22599a056c587,The Hibiscus Restaurant & Lounge II,4,6.0,2
Queens,Hollis,0,0,0,0,0
Queens,South Jamaica,0,0,0,0,0
Queens,St. Albans,0,0,0,0,0
Queens,Rochdale,0,0,0,0,0
Queens,Rochdale,0,0,0,0,0
Queens,Cambria Heights,4c6efa6ed7fab1f73b055ac9,Kam's Kitchen,4,5.8,4
Queens,Far Rockaway,4e4e41e8bd4101d0d7a620e0,Magic Wok,13,8.4,8
Queens,Far Rockaway,4eb9c26046906fa3574d411f,Lucky Cornaga,7,7.3,0
Queens,Far Rockaway,0,0,0,0,0
Queens,Broad Channel,0,0,0,0,0
Queens,Steinway,51d81d9e5019b8b339258089,Xing Chef,8,7.9,3
Queens,Beechhurst,0,0,0,0,0
Queens,Beechhurst,0,0,0,0,0
Queens,Bay Terrace,4b2bcee2f964a52061bb24e3,Baybridge Szechuan Cuisine,11,7.4,2
Queens,Bay Terrace,0,0,0,0,0
Queens,Bay Terrace,0,0,0,0,0
Queens,Rockaway Beach,0,0,0,0,0
Queens,Neponsit,0,0,0,0,0
Queens,Floral Park,0,0,0,0,0
Queens,Holliswood,0,0,0,0,0
Queens,Holliswood,0,0,0,0,0
Queens,Holliswood,0,0,0,0,0
Queens,Holliswood,0,0,0,0,0
Queens,Jamaica Estates,4ce49482e571a09332bc8587,Sagar Chinese,17,6.9,15
Queens,Jamaica Estates,4b54a474f964a5205ac427e3,Foo On Restaurant,4,5.9,6
Queens,Jamaica Estates,0,0,0,0,0
Queens,Queensboro Hill,4ac90140f964a520f7bd20e3,Main Street Taiwanese Gourmet 北港台菜,63,7.5,28
Queens,Queensboro Hill,50e9c4b1e4b0541e6c67a2ab,Hly Chinese Cuisine (三人百姓),12,8.2,7
Queens,Queensboro Hill,4f844c6fe4b0059705cb042c,Lake Pavilion Restaurant,117,6.7,41
Queens,Queensboro Hill,4c2bfb622219c928f58ca548,Fukuoka Shabu Shabu,22,7.6,9
Queens,Queensboro Hill,559f3c6a498e9eb732ee3027,Deng Ji Noodle House 云南过桥米线,6,7.3,1
Queens,Queensboro Hill,4c56000b3e2220a163eb3ea5,88 Canteen,14,6.0,10
Queens,Queensboro Hill,4d93dd049892a1cd99799569,Yi Lan Halal Restaurant,6,6.3,10
Queens,Queensboro Hill,52019f6b498edfb499f84202,Ke Zhang,8,6.2,6
Queens,Queensboro Hill,517d47f1e4b04f1b6e2f03f3,Good Fortune Restaurant,43,5.9,10
Queens,Queensboro Hill,0,0,0,0,0
Queens,Hillcrest,4bd8e0dae914a5930afa54fa,Chef's Garden,6,7.5,1
Queens,Ravenswood,4ae78dbff964a52056ac21e3,Fatima's Halal Kitchen,43,7.7,32
Queens,Ravenswood,5cbb548166f3cd002cce8aeb,Bund On Broadway,16,7.3,9
Queens,Lindenwood,4bca326b511f95210b4bafc7,Danny's Szechuan Garden,18,7.3,14
Queens,Lindenwood,0,0,0,0,0
Queens,Lefrak City,56316c73498ebdd0e0e53e95,Green Zenphony,19,7.8,7
Queens,Bellaire,4c59c1d3d3aee21ea2066955,China King,4,7.0,3
Queens,Bellaire,0,0,0,0,0
Queens,Bellaire,0,0,0,0,0
Queens,North Corona,0,0,0,0,0
Staten Island,St. George,0,0,0,0,0
Staten Island,Stapleton,0,0,0,0,0
Staten Island,Rosebank,0,0,0,0,0
Staten Island,West Brighton,4cf310ca7e0da1cd731e9b97,Green Garden Chinese Restaurant,3,7.3,4
Staten Island,West Brighton,0,0,0,0,0
Staten Island,Port Richmond,4c254b83a852c92818ade46c,Crown Palace,4,8.2,4
Staten Island,Port Richmond,4c93b85cf244b1f7c6621b1d,Fortune Cookie,8,6.6,6
Staten Island,Mariner's Harbor,0,0,0,0,0
Staten Island,Castleton Corners,4c53660372cf0f4768a0c4d2,Happy Fortune II,5,7.1,9
Staten Island,Castleton Corners,4be75c8f2468c928fc720243,Tack's Chinese Take Out,7,7.1,8
Staten Island,New Dorp,4c14210c7f7f2d7fae69e068,Crown Palace,9,5.8,5
Staten Island,New Dorp,0,0,0,0,0
Staten Island,New Dorp,0,0,0,0,0
Staten Island,Great Kills,4b747adcf964a52010df2de3,Lucky Fortune Chinese Restaurant,7,6.6,6
Staten Island,Eltingville,0,0,0,0,0
Staten Island,Woodrow,0,0,0,0,0
Staten Island,Tompkinsville,0,0,0,0,0
Staten Island,Silver Lake,0,0,0,0,0
Brooklyn,Ditmas Park,4be756a4910020a1db5ad514,Cam Tak Express Restaurant,3,6.9,8
Brooklyn,Wingate,0,0,0,0,0
Brooklyn,Rugby,4c1ad571eac020a10a0144c2,China Hao Restaurant,32,8.7,15
Brooklyn,Rugby,0,0,0,0,0
Staten Island,Westerleigh,4c254b83a852c92818ade46c,Crown Palace,4,8.2,4
Staten Island,Westerleigh,4c93b85cf244b1f7c6621b1d,Fortune Cookie,8,6.6,6
Staten Island,Westerleigh,4bd6244d7b1876b098188c86,Empire Szechuan,6,6.2,5
Staten Island,Graniteville,5165e9fee4b08d4837e87f35,Empire East,5,7.3,4
Staten Island,Graniteville,0,0,0,0,0
Staten Island,Dongan Hills,4bba73677421a593ebd4c340,Jac Mao,23,8.1,12
Staten Island,Midland Beach,0,0,0,0,0
Staten Island,Grant City,0,0,0,0,0
Staten Island,Grant City,4c14210c7f7f2d7fae69e068,Crown Palace,9,5.8,5
Staten Island,Bay Terrace,4b747adcf964a52010df2de3,Lucky Fortune Chinese Restaurant,7,6.6,6
Staten Island,Charleston,0,0,0,0,0
Staten Island,Rossville,0,0,0,0,0
Staten Island,Greenridge,4c924bf52626a1cdf368396b,Ho Wok,4,5.8,1
Staten Island,Bulls Head,5165e9fee4b08d4837e87f35,Empire East,5,7.3,4
Staten Island,Bulls Head,4b6b7476f964a520dd092ce3,Oriental Plaza,38,6.8,33
Staten Island,Bulls Head,0,0,0,0,0
Manhattan,Noho,5647ee82498e8bfc0ddef53d,Málà Project,436,8.7,91
